t_s,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48
535.700000,0.271323,0.257663,0.248123,0.237893,0.227763,0.216483,0.206073,0.193823,0.180953,0.167103,0.151973,0.138063,0.124533,0.112033,0.099053,0.086193,0.071913,0.057343,0.042163,0.027943,0.015803,0.005073,-0.005527,-0.014887,-0.021377,-0.027557,-0.033407,-0.038707,-0.043817,-0.049817,-0.055017,-0.061487,-0.069007,-0.076557,-0.084477,-0.094467,-0.105427,-0.117637,-0.131827,-0.146287,-0.161097,-0.176407,-0.191017,-0.205587,-0.219437,-0.233177,-0.246277,-0.259167,-0.269857,0.105067,0.104927,0.097257,0.089927,0.083227,0.077657,0.070957,0.065397,0.059327,0.056107,0.054797,0.056567,0.058217,0.060697,0.063657,0.067267,0.069927,0.071397,0.072617,0.071317,0.068277,0.064087,0.058637,0.050727,0.040537,0.029497,0.018197,0.006177,-0.006263,-0.018543,-0.029563,-0.040063,-0.051503,-0.063963,-0.075243,-0.084723,-0.091963,-0.098003,-0.103153,-0.107663,-0.109743,-0.109463,-0.110753,-0.112533,-0.114683,-0.115913,-0.119313,-0.119483,-0.109903
535.730000,0.275208,0.262598,0.250358,0.238318,0.226238,0.214328,0.203238,0.192318,0.180368,0.166368,0.151078,0.136058,0.121078,0.107428,0.094508,0.081688,0.066878,0.051068,0.036618,0.024228,0.013158,0.002008,-0.008552,-0.016522,-0.022912,-0.028642,-0.034342,-0.038502,-0.043322,-0.049072,-0.055382,-0.061122,-0.067672,-0.076132,-0.086362,-0.096152,-0.104662,-0.114902,-0.127162,-0.140972,-0.155472,-0.170402,-0.185082,-0.200122,-0.215192,-0.229562,-0.242222,-0.254962,-0.269712,0.107774,0.106914,0.100074,0.091254,0.082604,0.075394,0.069794,0.065864,0.061524,0.058894,0.057394,0.059164,0.060814,0.063144,0.066614,0.071704,0.074514,0.075174,0.073914,0.070844,0.066594,0.062004,0.055224,0.045954,0.034614,0.022924,0.011384,0.000314,-0.010876,-0.021856,-0.032366,-0.043696,-0.056016,-0.067546,-0.077186,-0.085406,-0.092946,-0.098366,-0.104066,-0.108786,-0.111816,-0.110256,-0.108136,-0.106316,-0.107966,-0.111816,-0.113746,-0.112266,-0.110946
535.760000,0.271972,0.259022,0.248292,0.236932,0.224562,0.214832,0.205592,0.195402,0.183162,0.169462,0.153752,0.139422,0.125572,0.112162,0.098472,0.086752,0.073802,0.059212,0.042942,0.028412,0.016012,0.004152,-0.007508,-0.016968,-0.023418,-0.029768,-0.036098,-0.041498,-0.046118,-0.051828,-0.057358,-0.063248,-0.070208,-0.077998,-0.086508,-0.096728,-0.106808,-0.117098,-0.129538,-0.144678,-0.160028,-0.175798,-0.190958,-0.203798,-0.215608,-0.228948,-0.244248,-0.258378,-0.268748,0.106918,0.107808,0.100318,0.090968,0.084078,0.076418,0.070098,0.064998,0.060808,0.057738,0.056328,0.058098,0.059838,0.062028,0.063718,0.068418,0.072248,0.074078,0.073908,0.072848,0.070118,0.064958,0.056668,0.046258,0.036068,0.026628,0.015628,0.002358,-0.010772,-0.021532,-0.030912,-0.041882,-0.054432,-0.065712,-0.075952,-0.084342,-0.092362,-0.097892,-0.103422,-0.106832,-0.108542,-0.108182,-0.108932,-0.110242,-0.113032,-0.115132,-0.118522,-0.119112,-0.112622
535.800000,0.269638,0.259248,0.248388,0.237178,0.225968,0.216598,0.207528,0.197888,0.185228,0.172048,0.158138,0.143868,0.128368,0.113438,0.098918,0.084938,0.071158,0.056448,0.040508,0.026058,0.012978,0.002378,-0.008882,-0.017462,-0.024552,-0.029592,-0.035742,-0.042772,-0.048382,-0.054202,-0.059012,-0.066072,-0.071502,-0.079142,-0.088292,-0.099762,-0.110062,-0.120412,-0.131142,-0.143192,-0.156972,-0.171702,-0.186942,-0.200532,-0.214372,-0.227932,-0.243582,-0.257452,-0.267222,0.110581,0.105721,0.098401,0.091341,0.085471,0.077271,0.070161,0.064451,0.061551,0.059171,0.057521,0.055861,0.057201,0.058721,0.061151,0.065191,0.070241,0.073011,0.073521,0.072401,0.069101,0.063381,0.056591,0.047471,0.037561,0.026721,0.016141,0.004691,-0.008219,-0.020119,-0.030509,-0.040509,-0.052579,-0.064009,-0.075359,-0.085009,-0.093359,-0.099609,-0.104909,-0.109069,-0.112409,-0.112029,-0.109349,-0.109419,-0.111409,-0.114249,-0.116959,-0.116959,-0.104569
535.830000,0.269839,0.258929,0.249799,0.239859,0.230769,0.221219,0.210979,0.198969,0.186419,0.172609,0.157269,0.141529,0.126529,0.112259,0.099499,0.087059,0.073859,0.058639,0.042409,0.027769,0.015489,0.003679,-0.008871,-0.018211,-0.024661,-0.031551,-0.039051,-0.044021,-0.048931,-0.054811,-0.060581,-0.065991,-0.073041,-0.080791,-0.088911,-0.097321,-0.107591,-0.118531,-0.131781,-0.145631,-0.159881,-0.174001,-0.188951,-0.204361,-0.217951,-0.231771,-0.246141,-0.259141,-0.262911,0.110644,0.110494,0.102534,0.093754,0.085464,0.079054,0.071964,0.066104,0.060924,0.058444,0.057144,0.056574,0.057434,0.058814,0.061364,0.066604,0.071834,0.074124,0.073804,0.072834,0.069594,0.064454,0.057364,0.046104,0.034514,0.024194,0.013984,0.000304,-0.011886,-0.022316,-0.031846,-0.043436,-0.055816,-0.068066,-0.078006,-0.085346,-0.092456,-0.099466,-0.103546,-0.104956,-0.106376,-0.107776,-0.109016,-0.110346,-0.113356,-0.115306,-0.118886,-0.117726,-0.104516
535.860000,0.268419,0.255549,0.245789,0.235469,0.224649,0.214329,0.203229,0.191199,0.178979,0.165899,0.151049,0.135739,0.120939,0.107529,0.094469,0.081859,0.070359,0.058549,0.044139,0.029739,0.017689,0.006879,-0.003711,-0.012881,-0.020841,-0.027471,-0.033271,-0.038821,-0.045521,-0.051961,-0.057541,-0.065031,-0.072271,-0.077631,-0.083371,-0.093771,-0.104861,-0.116111,-0.129241,-0.144561,-0.158971,-0.173091,-0.186971,-0.201841,-0.215301,-0.228471,-0.241011,-0.253861,-0.264071,0.112259,0.108079,0.098479,0.088209,0.079839,0.073439,0.067749,0.062789,0.058319,0.055419,0.054279,0.054039,0.055249,0.058129,0.061019,0.063319,0.066929,0.070249,0.071659,0.070249,0.067179,0.063109,0.057799,0.049949,0.040219,0.030479,0.019559,0.007209,-0.004811,-0.016391,-0.027441,-0.038321,-0.049161,-0.061401,-0.072501,-0.081821,-0.090171,-0.097311,-0.101931,-0.104361,-0.107351,-0.110001,-0.112891,-0.113971,-0.116341,-0.117331,-0.118771,-0.115991,-0.106941
535.900000,0.268572,0.258812,0.248742,0.237122,0.226952,0.217172,0.207342,0.196202,0.184542,0.170842,0.156082,0.141292,0.126502,0.111742,0.098142,0.086212,0.074652,0.060782,0.045202,0.030162,0.016922,0.004792,-0.006348,-0.016658,-0.023548,-0.029698,-0.036898,-0.044418,-0.049408,-0.054408,-0.061338,-0.068418,-0.073708,-0.079228,-0.086388,-0.096868,-0.108748,-0.120368,-0.132448,-0.146408,-0.160398,-0.173808,-0.188538,-0.202868,-0.215098,-0.227048,-0.241378,-0.256148,-0.268188,0.117322,0.110802,0.102502,0.094302,0.085492,0.077452,0.069952,0.064032,0.060202,0.058022,0.056372,0.054602,0.056372,0.058022,0.060402,0.063602,0.068602,0.071512,0.072432,0.071122,0.068302,0.063212,0.056442,0.047762,0.037962,0.026932,0.015872,0.004162,-0.007808,-0.019238,-0.029108,-0.039728,-0.052038,-0.065128,-0.076618,-0.084858,-0.092818,-0.100648,-0.105428,-0.106188,-0.107438,-0.109258,-0.109748,-0.110658,-0.113658,-0.116938,-0.118848,-0.117648,-0.109988
535.930000,0.274907,0.261487,0.250817,0.239697,0.228877,0.217257,0.207017,0.196727,0.186337,0.172247,0.156917,0.141267,0.125307,0.110757,0.098517,0.087007,0.073387,0.057987,0.042147,0.027447,0.015897,0.005527,-0.005573,-0.016773,-0.024693,-0.031263,-0.037153,-0.043703,-0.049643,-0.055313,-0.061783,-0.068803,-0.075193,-0.082213,-0.090613,-0.099833,-0.108353,-0.118163,-0.129303,-0.143233,-0.158593,-0.174473,-0.189653,-0.204193,-0.217043,-0.230003,-0.242023,-0.254143,-0.265783,0.119337,0.115347,0.106817,0.097507,0.087497,0.079747,0.072327,0.066707,0.061007,0.058357,0.057227,0.057377,0.057067,0.058057,0.061187,0.067417,0.072297,0.074487,0.074147,0.073227,0.069397,0.063877,0.056377,0.046437,0.034337,0.023467,0.012387,-0.000323,-0.013373,-0.025673,-0.036833,-0.048853,-0.060873,-0.071393,-0.079603,-0.086423,-0.093353,-0.098923,-0.104213,-0.107043,-0.108103,-0.107413,-0.109123,-0.109313,-0.109913,-0.111563,-0.116473,-0.116803,-0.107833
535.960000,0.272171,0.259931,0.248961,0.238171,0.227941,0.217891,0.207021,0.195931,0.185031,0.172761,0.158211,0.142951,0.127371,0.113111,0.101201,0.089301,0.075791,0.061031,0.046191,0.030591,0.016961,0.004501,-0.007199,-0.018079,-0.025929,-0.031849,-0.037909,-0.043989,-0.050699,-0.056819,-0.062229,-0.067739,-0.074039,-0.080359,-0.087629,-0.097869,-0.108999,-0.119179,-0.130499,-0.144049,-0.159099,-0.174249,-0.189749,-0.204649,-0.218529,-0.231839,-0.244509,-0.256659,-0.268669,0.114801,0.116291,0.108631,0.097381,0.086421,0.078581,0.072071,0.065751,0.059851,0.056711,0.054501,0.053051,0.052271,0.053481,0.056781,0.060141,0.064241,0.067691,0.069931,0.069631,0.067741,0.063111,0.057501,0.050261,0.039941,0.028291,0.018471,0.007881,-0.004299,-0.016649,-0.027709,-0.038799,-0.050699,-0.062839,-0.073329,-0.082749,-0.091449,-0.098929,-0.104399,-0.109009,-0.111909,-0.112699,-0.112049,-0.113269,-0.115869,-0.119349,-0.120079,-0.117139,-0.108169
536.000000,0.272031,0.262151,0.251891,0.240331,0.228991,0.218331,0.208451,0.197421,0.185411,0.171831,0.157081,0.141111,0.126571,0.112381,0.099001,0.086241,0.074071,0.059571,0.043481,0.027701,0.014371,0.002831,-0.008189,-0.019709,-0.028159,-0.034049,-0.039539,-0.045319,-0.050239,-0.055359,-0.062769,-0.069559,-0.075779,-0.082309,-0.092119,-0.101689,-0.111139,-0.119779,-0.129749,-0.142099,-0.156439,-0.171149,-0.185809,-0.201029,-0.215079,-0.228049,-0.239879,-0.251639,-0.264639,0.117518,0.117458,0.109318,0.099268,0.089418,0.081358,0.072838,0.066178,0.061128,0.058258,0.056078,0.054958,0.056628,0.058278,0.060668,0.063838,0.068838,0.071798,0.072508,0.071268,0.067818,0.062628,0.054958,0.045548,0.034538,0.024018,0.012158,-0.000122,-0.012302,-0.022282,-0.032162,-0.044182,-0.057272,-0.068802,-0.077462,-0.085532,-0.092542,-0.099542,-0.105412,-0.108842,-0.110992,-0.111072,-0.110472,-0.109572,-0.111732,-0.115662,-0.116092,-0.112032,-0.105182
536.030000,0.271164,0.261294,0.249584,0.238364,0.228004,0.217044,0.205244,0.193914,0.182784,0.169904,0.154944,0.139184,0.123304,0.109054,0.095764,0.083934,0.070854,0.056824,0.040704,0.026364,0.013264,0.001444,-0.009726,-0.018876,-0.025396,-0.031466,-0.037826,-0.045446,-0.052126,-0.058296,-0.063206,-0.069036,-0.074696,-0.080506,-0.087216,-0.096276,-0.104826,-0.113386,-0.124146,-0.137406,-0.151886,-0.166966,-0.182776,-0.197706,-0.212546,-0.226886,-0.242296,-0.256136,-0.265866,0.116997,0.116527,0.109207,0.099787,0.089997,0.079977,0.072107,0.066847,0.061087,0.056227,0.054387,0.054967,0.054607,0.055667,0.058627,0.063677,0.068347,0.071227,0.072077,0.070917,0.067447,0.061867,0.054827,0.046397,0.034757,0.024137,0.012957,0.001737,-0.011243,-0.022583,-0.033763,-0.043273,-0.053753,-0.065213,-0.075933,-0.083113,-0.090123,-0.096823,-0.102203,-0.106463,-0.109503,-0.110563,-0.109863,-0.111273,-0.112923,-0.115763,-0.118473,-0.118473,-0.106083
536.060000,0.273878,0.264158,0.252398,0.241508,0.230668,0.219748,0.207958,0.196928,0.186268,0.173838,0.159698,0.144048,0.128258,0.112838,0.099418,0.085978,0.073138,0.059348,0.044918,0.030008,0.017598,0.005578,-0.006992,-0.016942,-0.024092,-0.029812,-0.036602,-0.042802,-0.049612,-0.056132,-0.062992,-0.068862,-0.072972,-0.078072,-0.086042,-0.097662,-0.108932,-0.119542,-0.131482,-0.145862,-0.161302,-0.176622,-0.192022,-0.206992,-0.222462,-0.236102,-0.247852,-0.258222,-0.271182,0.115557,0.114167,0.108977,0.100487,0.091397,0.081447,0.073127,0.066297,0.061237,0.057297,0.054307,0.053157,0.053007,0.054137,0.057527,0.060307,0.063667,0.067127,0.070457,0.069257,0.066127,0.061717,0.056777,0.048307,0.038177,0.027787,0.018607,0.007357,-0.005033,-0.017933,-0.029113,-0.039353,-0.050423,-0.061483,-0.072463,-0.082173,-0.091743,-0.098903,-0.103553,-0.106923,-0.110013,-0.111723,-0.112293,-0.113893,-0.114833,-0.118733,-0.122613,-0.123163,-0.111453
536.100000,0.279749,0.267249,0.254309,0.241929,0.230199,0.219369,0.208829,0.198059,0.186249,0.172689,0.158029,0.142619,0.126869,0.111879,0.097609,0.085289,0.073219,0.060069,0.044479,0.028979,0.016399,0.004749,-0.007271,-0.019241,-0.027901,-0.033651,-0.039431,-0.045531,-0.052241,-0.058851,-0.065541,-0.072401,-0.078281,-0.084141,-0.090791,-0.099751,-0.108411,-0.116931,-0.127591,-0.141211,-0.156371,-0.171971,-0.187581,-0.203321,-0.218411,-0.233261,-0.244611,-0.255051,-0.269061,0.119486,0.118076,0.112626,0.104356,0.094576,0.084596,0.077266,0.070506,0.063016,0.057246,0.054216,0.053126,0.052856,0.053556,0.054606,0.058646,0.064486,0.069206,0.070216,0.069606,0.066816,0.062556,0.056136,0.047556,0.036986,0.026716,0.015786,0.003266,-0.009944,-0.021974,-0.033964,-0.044184,-0.055414,-0.066554,-0.077384,-0.084724,-0.091774,-0.098484,-0.104294,-0.108804,-0.111674,-0.112314,-0.112044,-0.111664,-0.112844,-0.117014,-0.117564,-0.113864,-0.111584
536.130000,0.277501,0.266681,0.253401,0.240371,0.227951,0.216221,0.204341,0.193321,0.182311,0.171311,0.158281,0.143241,0.126461,0.111811,0.097351,0.084241,0.069761,0.056781,0.042051,0.028441,0.015051,0.003541,-0.008459,-0.019559,-0.027579,-0.032109,-0.038179,-0.045689,-0.053929,-0.060279,-0.067169,-0.073459,-0.078729,-0.083459,-0.089889,-0.099909,-0.109469,-0.118999,-0.129119,-0.140419,-0.152889,-0.167049,-0.182299,-0.196779,-0.210129,-0.223649,-0.238759,-0.254939,-0.267539,0.118582,0.117362,0.112372,0.103982,0.095172,0.084172,0.075392,0.068382,0.062802,0.056622,0.052742,0.051912,0.051912,0.053332,0.054752,0.058382,0.061482,0.065942,0.068202,0.068432,0.065072,0.060802,0.054762,0.047142,0.037392,0.026372,0.015702,0.005182,-0.004248,-0.015388,-0.027328,-0.040118,-0.052048,-0.063758,-0.075318,-0.082958,-0.090738,-0.098098,-0.105088,-0.110828,-0.115948,-0.116778,-0.112788,-0.110498,-0.112768,-0.116278,-0.118098,-0.116328,-0.108958
536.160000,0.274812,0.262472,0.249882,0.237882,0.226012,0.213922,0.202292,0.192242,0.182262,0.171362,0.158682,0.144272,0.130172,0.116332,0.102062,0.088022,0.074872,0.061552,0.047362,0.032922,0.020202,0.008432,-0.003818,-0.016808,-0.027178,-0.034008,-0.040408,-0.045848,-0.052708,-0.058648,-0.065748,-0.071388,-0.076828,-0.081798,-0.089008,-0.098308,-0.108468,-0.118688,-0.130718,-0.143428,-0.157038,-0.171708,-0.187758,-0.202428,-0.216328,-0.230548,-0.243178,-0.255208,-0.270048,0.119156,0.118326,0.111626,0.101636,0.092016,0.082186,0.074216,0.066956,0.061556,0.056726,0.053146,0.049956,0.050076,0.051366,0.053986,0.056696,0.061306,0.065166,0.068146,0.069546,0.067206,0.062246,0.056036,0.047816,0.037096,0.025216,0.015736,0.004696,-0.005474,-0.016014,-0.025154,-0.037184,-0.050664,-0.064064,-0.074924,-0.083374,-0.091724,-0.098994,-0.104384,-0.108474,-0.111544,-0.112824,-0.111374,-0.110654,-0.112084,-0.117314,-0.117684,-0.114134,-0.111784
536.200000,0.273139,0.261419,0.249509,0.237649,0.224699,0.214959,0.205419,0.196479,0.186389,0.176799,0.165089,0.151789,0.137119,0.122589,0.107419,0.093699,0.080499,0.067149,0.053709,0.040069,0.026419,0.013599,0.001989,-0.010541,-0.022981,-0.032821,-0.041091,-0.049001,-0.057321,-0.064451,-0.071161,-0.078191,-0.084091,-0.088451,-0.094511,-0.102611,-0.112041,-0.122441,-0.134671,-0.147831,-0.162811,-0.178701,-0.194051,-0.207381,-0.220801,-0.233171,-0.246191,-0.258311,-0.271981,0.117672,0.115652,0.111092,0.103562,0.095752,0.085192,0.077512,0.070872,0.065492,0.059722,0.055222,0.051052,0.047692,0.047972,0.049802,0.052322,0.055042,0.059532,0.064012,0.067332,0.067812,0.064652,0.059962,0.054152,0.045792,0.034462,0.021922,0.009672,-0.002448,-0.015058,-0.027988,-0.040278,-0.052838,-0.065358,-0.076498,-0.085128,-0.093638,-0.100488,-0.107318,-0.111988,-0.114508,-0.114288,-0.112488,-0.111878,-0.111888,-0.116788,-0.120168,-0.120458,-0.109448
536.230000,0.282280,0.268730,0.257040,0.245480,0.233520,0.220650,0.208690,0.196400,0.183960,0.170270,0.155830,0.140340,0.125920,0.112960,0.100150,0.086110,0.071010,0.056300,0.041300,0.026140,0.011050,-0.002910,-0.014610,-0.023860,-0.030260,-0.036960,-0.042930,-0.048490,-0.053480,-0.060900,-0.067720,-0.072920,-0.076480,-0.081980,-0.088890,-0.097530,-0.107310,-0.117400,-0.128700,-0.141440,-0.155200,-0.168360,-0.182050,-0.196430,-0.210710,-0.225300,-0.240040,-0.254270,-0.267000,0.114633,0.120833,0.115053,0.106043,0.098373,0.090423,0.080763,0.071893,0.063493,0.057543,0.053053,0.050313,0.049353,0.051263,0.054473,0.057293,0.060593,0.065283,0.068703,0.068093,0.063123,0.056683,0.050463,0.042603,0.032123,0.021973,0.012033,0.001663,-0.009307,-0.017857,-0.026997,-0.037757,-0.050157,-0.060437,-0.069977,-0.079117,-0.089077,-0.097707,-0.104177,-0.109037,-0.113747,-0.115667,-0.112697,-0.110077,-0.112037,-0.116477,-0.119177,-0.117987,-0.108667
536.260000,0.283193,0.269313,0.256413,0.243643,0.230713,0.218153,0.206763,0.196403,0.185393,0.172483,0.158073,0.143663,0.128443,0.114263,0.101303,0.088953,0.074753,0.061053,0.047433,0.033023,0.017763,0.003163,-0.010077,-0.021067,-0.029327,-0.036247,-0.043297,-0.051447,-0.058467,-0.064997,-0.070257,-0.075707,-0.079497,-0.085017,-0.091617,-0.099017,-0.108157,-0.117507,-0.128757,-0.139847,-0.153747,-0.168177,-0.184387,-0.200217,-0.216307,-0.231507,-0.244147,-0.255567,-0.270017,0.117724,0.119054,0.112894,0.104964,0.097954,0.089344,0.081274,0.073274,0.066124,0.059504,0.055164,0.050894,0.047714,0.047734,0.051014,0.054754,0.057364,0.060274,0.064004,0.066294,0.064594,0.060354,0.055474,0.047664,0.037134,0.026754,0.016884,0.005274,-0.007546,-0.018096,-0.028246,-0.038626,-0.050486,-0.061496,-0.071856,-0.080736,-0.089006,-0.097636,-0.104516,-0.109956,-0.112776,-0.114156,-0.113736,-0.113736,-0.113086,-0.116106,-0.118226,-0.118196,-0.113226
536.300000,0.286479,0.270459,0.257459,0.245959,0.233979,0.221979,0.209699,0.199529,0.189369,0.179219,0.166439,0.152769,0.137079,0.121639,0.105499,0.090829,0.077569,0.065949,0.052689,0.037549,0.021519,0.006309,-0.007391,-0.019301,-0.028571,-0.034971,-0.042111,-0.051311,-0.059621,-0.065371,-0.071431,-0.078801,-0.084461,-0.089581,-0.096231,-0.105541,-0.115751,-0.126661,-0.138661,-0.150271,-0.162181,-0.176221,-0.192291,-0.206931,-0.219491,-0.232331,-0.245361,-0.258331,-0.270791,0.118231,0.117761,0.114581,0.109611,0.103331,0.093731,0.084321,0.075651,0.069781,0.063181,0.057871,0.052011,0.048651,0.048171,0.050081,0.052721,0.055941,0.060471,0.064431,0.066911,0.065771,0.061801,0.055871,0.048701,0.039871,0.029661,0.018461,0.006381,-0.006939,-0.020579,-0.032759,-0.042559,-0.053989,-0.066829,-0.078459,-0.086099,-0.093259,-0.099839,-0.104849,-0.110749,-0.114409,-0.115209,-0.111319,-0.110729,-0.112589,-0.116719,-0.120859,-0.121839,-0.113389
536.330000,0.287153,0.273183,0.258923,0.245533,0.232473,0.220003,0.208803,0.197933,0.186123,0.173183,0.159733,0.145333,0.129943,0.115833,0.102223,0.089833,0.076143,0.062913,0.048323,0.033813,0.018943,0.005633,-0.006097,-0.015837,-0.025657,-0.033327,-0.040817,-0.048067,-0.055167,-0.060537,-0.066187,-0.071907,-0.077337,-0.084457,-0.094117,-0.104797,-0.114057,-0.122977,-0.133787,-0.147877,-0.163327,-0.178717,-0.193147,-0.207857,-0.221987,-0.233937,-0.244117,-0.255567,-0.270327,0.119007,0.114877,0.111427,0.105917,0.099577,0.091337,0.082527,0.073727,0.066387,0.059267,0.053897,0.050807,0.048887,0.049537,0.051637,0.055907,0.059527,0.064887,0.068337,0.069437,0.065907,0.061677,0.056477,0.048817,0.038497,0.025777,0.014727,0.004407,-0.007023,-0.019783,-0.030263,-0.039733,-0.051493,-0.064033,-0.076443,-0.086913,-0.096303,-0.103173,-0.108653,-0.111413,-0.112983,-0.110913,-0.109893,-0.109933,-0.113573,-0.116113,-0.115573,-0.112773,-0.116233
536.360000,0.281446,0.266866,0.252486,0.239226,0.226876,0.215086,0.204566,0.194506,0.183186,0.170566,0.156966,0.143046,0.128326,0.113276,0.099576,0.086056,0.072526,0.060266,0.049586,0.036326,0.022176,0.008646,-0.004344,-0.016044,-0.024894,-0.032744,-0.039604,-0.047124,-0.056144,-0.064664,-0.070644,-0.076464,-0.081924,-0.087084,-0.094164,-0.104454,-0.114464,-0.123304,-0.131684,-0.142884,-0.155434,-0.168534,-0.181834,-0.196514,-0.211234,-0.225864,-0.239264,-0.252494,-0.267784,0.116149,0.113359,0.110069,0.104069,0.095379,0.087159,0.079839,0.073259,0.066619,0.059649,0.054159,0.049779,0.046609,0.046579,0.050299,0.053349,0.055349,0.058829,0.063899,0.067079,0.066429,0.063209,0.057569,0.050579,0.041989,0.031699,0.020089,0.008429,-0.002751,-0.015381,-0.027781,-0.040241,-0.052361,-0.065581,-0.077091,-0.085371,-0.091521,-0.098221,-0.105371,-0.110731,-0.115601,-0.117431,-0.115491,-0.112041,-0.112751,-0.113011,-0.112011,-0.109821,-0.110921
536.400000,0.281667,0.269307,0.255687,0.242757,0.231087,0.219337,0.207407,0.194867,0.182437,0.169107,0.155117,0.140427,0.125097,0.110787,0.098127,0.085537,0.071847,0.058917,0.046247,0.031457,0.016937,0.003407,-0.008953,-0.019683,-0.027823,-0.036233,-0.043443,-0.050643,-0.057803,-0.065323,-0.071373,-0.076993,-0.081443,-0.086473,-0.094203,-0.102743,-0.111903,-0.120553,-0.130353,-0.141573,-0.154863,-0.167153,-0.179793,-0.193773,-0.208533,-0.221343,-0.233943,-0.247113,-0.263513,0.121100,0.115620,0.112380,0.105750,0.096680,0.089300,0.081950,0.073940,0.065500,0.059220,0.053940,0.050260,0.047320,0.047210,0.050940,0.054250,0.056450,0.059180,0.063560,0.065860,0.064150,0.059810,0.055130,0.048890,0.038860,0.027370,0.016190,0.006160,-0.005320,-0.016530,-0.028150,-0.039250,-0.051340,-0.062640,-0.072910,-0.083210,-0.091630,-0.099160,-0.104910,-0.110410,-0.114900,-0.116650,-0.115330,-0.112580,-0.113370,-0.114640,-0.113670,-0.110410,-0.109970
536.430000,0.275863,0.263133,0.250813,0.238783,0.227853,0.217073,0.206123,0.195083,0.185183,0.174163,0.162943,0.150233,0.136113,0.120163,0.104263,0.089873,0.077283,0.065073,0.051753,0.037373,0.022493,0.008833,-0.003987,-0.015847,-0.026747,-0.035307,-0.043867,-0.051547,-0.059427,-0.065637,-0.072437,-0.077677,-0.084707,-0.089827,-0.095057,-0.101067,-0.109327,-0.118767,-0.129637,-0.142827,-0.156597,-0.171497,-0.186467,-0.201267,-0.215747,-0.230197,-0.243827,-0.257867,-0.273307,0.117712,0.117352,0.109662,0.102162,0.095862,0.088762,0.080852,0.073122,0.066062,0.059222,0.053002,0.048372,0.046942,0.047442,0.047082,0.048232,0.050992,0.054772,0.059212,0.063172,0.063962,0.060532,0.056302,0.050932,0.043582,0.033052,0.021472,0.010752,0.000682,-0.011478,-0.022818,-0.034258,-0.044748,-0.057878,-0.069888,-0.081018,-0.089188,-0.097228,-0.105018,-0.111678,-0.115958,-0.118198,-0.116738,-0.114508,-0.114938,-0.115448,-0.116038,-0.116118,-0.118138
536.460000,0.280593,0.269183,0.257033,0.245703,0.234823,0.223483,0.212103,0.201963,0.191593,0.179113,0.165153,0.150273,0.134513,0.118423,0.102733,0.088163,0.073403,0.059593,0.045473,0.031043,0.014853,0.001623,-0.009257,-0.018737,-0.027017,-0.034127,-0.040527,-0.048717,-0.055997,-0.062217,-0.068207,-0.075787,-0.082367,-0.086847,-0.093457,-0.102387,-0.113247,-0.124517,-0.135897,-0.148057,-0.162547,-0.179247,-0.194087,-0.206707,-0.218997,-0.232077,-0.243127,-0.252367,-0.264307,0.126678,0.121638,0.112648,0.102408,0.095068,0.088128,0.081548,0.074478,0.068268,0.062048,0.056078,0.052748,0.051808,0.051928,0.052428,0.055648,0.058898,0.061938,0.063588,0.064868,0.063528,0.059778,0.054568,0.046958,0.037108,0.026858,0.016478,0.006048,-0.005462,-0.015912,-0.027852,-0.039782,-0.051712,-0.063702,-0.075632,-0.085522,-0.093762,-0.101162,-0.108232,-0.112212,-0.113462,-0.112662,-0.114432,-0.114662,-0.115182,-0.117312,-0.118182,-0.114722,-0.112582
536.500000,0.277152,0.267292,0.257402,0.246322,0.234622,0.224002,0.213592,0.203112,0.192412,0.181382,0.169812,0.157562,0.143412,0.127942,0.111892,0.096062,0.082032,0.068852,0.055732,0.040882,0.026162,0.011502,-0.002788,-0.015848,-0.025528,-0.032888,-0.040278,-0.049868,-0.058598,-0.066428,-0.072298,-0.077558,-0.082468,-0.089528,-0.099468,-0.109828,-0.120848,-0.132188,-0.144188,-0.156488,-0.169968,-0.184328,-0.197488,-0.211028,-0.225278,-0.239268,-0.251058,-0.261688,-0.271948,0.133606,0.125926,0.115806,0.105396,0.096466,0.088446,0.080906,0.073596,0.067516,0.062226,0.056806,0.052426,0.050976,0.050636,0.050436,0.051496,0.054646,0.058756,0.063106,0.066716,0.067116,0.062336,0.056506,0.049766,0.041406,0.030086,0.017996,0.005946,-0.006614,-0.017744,-0.029054,-0.040094,-0.052924,-0.065404,-0.078014,-0.088904,-0.098334,-0.105364,-0.111464,-0.116214,-0.117794,-0.114204,-0.112014,-0.113254,-0.113594,-0.112744,-0.111774,-0.113374,-0.118164
